2026-04-12 12:07:07.5|Info|Bootstrap|Starting Prowlarr - /app/prowlarr/bin/Prowlarr - Version 2.3.5.5327
2026-04-12 12:07:07.6|Info|AppFolderInfo|Data directory is being overridden to [/config]
2026-04-12 12:07:07.6|Info|AppFolderInfo|Data directory is being overridden to [/config]
2026-04-12 12:07:07.7|Info|AppFolderInfo|Data directory is being overridden to [/config]
2026-04-12 12:07:07.7|Warn|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|No XML encryptor configured. Key {b59b12f0-aa6c-4965-a857-04fb21de03e1} may be persisted to storage in unencrypted form.
2026-04-12 12:07:07.7|Info|MigrationController|*** Migrating data source=/config/prowlarr.db;cache size=-20000;datetimekind=Utc;journal mode=Wal;pooling=True;version=3;busytimeout=1000 ***
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|DatabaseEngineVersionCheck migrating
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|PerformDBOperation 
2026-04-12 12:07:07.8|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Performing DB Operation
2026-04-12 12:07:07.8|Info|DatabaseEngineVersionCheck|SQLite 3.50.4
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|=> 0.014575s
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|DatabaseEngineVersionCheck migrated
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0158257s
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|VersionMigration migrating
2026-04-12 12:07:07.8|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Beginning Transaction
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|CreateTable VersionInfo
2026-04-12 12:07:07.8|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE TABLE "VersionInfo" ("Version" INTEGER NOT NULL)
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0072918s
2026-04-12 12:07:07.8|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Committing Transaction
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|VersionMigration migrated
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0083703s
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|VersionUniqueMigration migrating
2026-04-12 12:07:07.8|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Beginning Transaction
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|CreateIndex VersionInfo (Version)
2026-04-12 12:07:07.8|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE UNIQUE INDEX "UC_Version" ON "VersionInfo" ("Version" ASC)
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0006018s
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|AlterTable VersionInfo
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|=> 3.88E-05s
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|CreateColumn VersionInfo AppliedOn DateTime
2026-04-12 12:07:07.8|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|ALTER TABLE "VersionInfo" ADD COLUMN "AppliedOn" DATETIME
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0004895s
2026-04-12 12:07:07.8|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Committing Transaction
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|VersionUniqueMigration migrated
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0010879s
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|VersionDescriptionMigration migrating
2026-04-12 12:07:07.8|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Beginning Transaction
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|AlterTable VersionInfo
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|=> 9.7E-06s
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|CreateColumn VersionInfo Description String
2026-04-12 12:07:07.8|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|ALTER TABLE "VersionInfo" ADD COLUMN "Description" TEXT
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0002977s
2026-04-12 12:07:07.8|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Committing Transaction
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|VersionDescriptionMigration migrated
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|=> 0.00078s
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|1: InitialSetup migrating
2026-04-12 12:07:07.8|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Beginning Transaction
2026-04-12 12:07:07.8|Info|InitialSetup|Starting migration of Main DB to 1
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|CreateTable Config
2026-04-12 12:07:07.8|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE TABLE "Config" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "Key" TEXT NOT NULL UNIQUE, "Value" TEXT NOT NULL)
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0004491s
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|CreateIndex Config (Key)
2026-04-12 12:07:07.8|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE UNIQUE INDEX "IX_Config_Key" ON "Config" ("Key" ASC)
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0002623s
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|CreateTable History
2026-04-12 12:07:07.8|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE TABLE "History" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "IndexerId" INTEGER NOT NULL, "Date" DATETIME NOT NULL, "Data" TEXT NOT NULL, "EventType" INTEGER, "DownloadId" TEXT)
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0002673s
2026-04-12 12:07:07.8|Info|FluentMigrator.Runner.MigrationRunner|CreateIndex History (DownloadId)
